Ghost_Name,Algorithm,Search_Time(s),Expanded_Nodes,Memory_Usage(MB),Ghost_Pos_X,Ghost_Pos_Y,Pacman_Pos_X,Pacman_Pos_Y
RedGhost,A*,0.000000,19,0.009736,23,23,20,12
OrangeGhost,UCS,0.007610,284,0.027664,10,27,20,12
PinkGhost,DFS,0.001031,67,0.021504,28,8,20,12
BlueGhost,BFS,0.008035,254,0.027112,8,5,20,12
RedGhost,A*,0.000000,19,0.009736,23,23,20,12
OrangeGhost,UCS,0.007610,284,0.027664,10,27,20,12
PinkGhost,DFS,0.042597,490,0.081664,28,8,20,13
BlueGhost,BFS,0.008035,254,0.027112,8,5,20,13
RedGhost,A*,0.000000,16,0.008784,22,23,20,13
OrangeGhost,UCS,0.006440,278,0.027488,10,27,20,13
PinkGhost,DFS,0.042597,490,0.081664,28,9,20,13
BlueGhost,BFS,0.007795,265,0.027200,8,6,20,13
RedGhost,A*,0.000000,16,0.008784,22,23,20,13
OrangeGhost,UCS,0.006440,278,0.027488,11,27,20,13
PinkGhost,DFS,0.042597,490,0.081664,28,9,20,13
BlueGhost,BFS,0.007795,265,0.027200,8,6,20,13
RedGhost,A*,0.000000,16,0.008784,22,23,20,13
OrangeGhost,UCS,0.006440,278,0.027488,11,27,20,13
PinkGhost,DFS,0.002264,99,0.024792,28,9,21,13
BlueGhost,BFS,0.007795,265,0.027200,8,6,21,13
RedGhost,A*,0.000000,19,0.008840,22,22,21,13
OrangeGhost,UCS,0.009311,278,0.027168,12,27,21,13
PinkGhost,DFS,0.002264,99,0.024792,28,10,21,13
BlueGhost,BFS,0.009221,282,0.028152,9,6,21,13
RedGhost,A*,0.000000,19,0.008840,22,22,21,13
OrangeGhost,UCS,0.010328,297,0.028232,12,27,22,13
PinkGhost,DFS,0.001094,73,0.022224,28,10,22,13
BlueGhost,BFS,0.009221,282,0.028152,9,6,22,13
RedGhost,A*,0.000000,14,0.007240,22,22,22,13
OrangeGhost,UCS,0.010328,297,0.028232,12,27,22,13
PinkGhost,DFS,0.001094,73,0.022224,28,11,22,13
BlueGhost,BFS,0.008121,274,0.027480,10,6,22,13
RedGhost,A*,0.000000,14,0.007240,22,21,22,13
OrangeGhost,UCS,0.010328,297,0.028232,13,27,22,13
PinkGhost,DFS,0.001094,73,0.022224,28,11,22,13
BlueGhost,BFS,0.008121,274,0.027480,10,6,22,13
RedGhost,A*,0.000000,14,0.007240,22,21,22,13
OrangeGhost,UCS,0.010328,297,0.028232,13,27,22,13
PinkGhost,DFS,0.001094,73,0.022224,28,11,22,13
BlueGhost,BFS,0.008121,274,0.027480,10,6,22,13
RedGhost,A*,0.000000,14,0.007240,22,21,22,13
OrangeGhost,UCS,0.010328,297,0.028232,13,27,22,13
PinkGhost,DFS,0.001094,73,0.022224,28,12,22,13
BlueGhost,BFS,0.008121,274,0.027480,11,6,22,13
RedGhost,A*,0.000000,14,0.007240,23,21,22,13
OrangeGhost,UCS,0.010328,297,0.028232,14,27,22,13
PinkGhost,DFS,0.001999,72,0.022216,28,12,22,14
BlueGhost,BFS,0.008121,274,0.027480,11,6,22,14
RedGhost,A*,0.000000,9,0.005040,23,21,22,14
OrangeGhost,UCS,0.005573,213,0.023688,14,27,22,14
PinkGhost,DFS,0.001999,72,0.022216,28,12,22,14
BlueGhost,BFS,0.007976,251,0.027664,11,6,22,14
RedGhost,A*,0.000000,9,0.005040,23,21,22,14
OrangeGhost,UCS,0.005573,213,0.023688,14,27,22,14
PinkGhost,DFS,0.001005,72,0.022216,28,13,22,15
BlueGhost,BFS,0.007976,251,0.027664,12,6,22,15
RedGhost,A*,0.000000,7,0.003752,23,20,22,15
OrangeGhost,UCS,0.004584,179,0.021224,15,27,22,15
PinkGhost,DFS,0.001006,73,0.022560,28,13,22,16
BlueGhost,BFS,0.009652,275,0.028200,12,6,22,16
RedGhost,A*,0.000000,6,0.002768,23,20,22,16
OrangeGhost,UCS,0.003096,172,0.020944,15,27,22,16
PinkGhost,DFS,0.001006,73,0.022560,28,13,22,16
BlueGhost,BFS,0.010893,297,0.053792,12,6,22,16
RedGhost,A*,0.000000,6,0.002768,23,20,22,16
OrangeGhost,UCS,0.003096,172,0.020944,15,27,22,16
PinkGhost,DFS,0.001006,73,0.022560,27,13,22,16
BlueGhost,BFS,0.010893,297,0.053792,13,6,22,17
RedGhost,A*,0.000000,4,0.002432,23,19,22,17
OrangeGhost,UCS,0.002903,143,0.019168,15,26,22,17
PinkGhost,DFS,0.001005,73,0.022672,27,13,22,17
BlueGhost,BFS,0.007273,274,0.028488,13,6,22,17
RedGhost,A*,0.000000,4,0.002432,23,19,22,17
OrangeGhost,UCS,0.002091,123,0.017848,15,26,22,18
PinkGhost,DFS,0.001515,74,0.022792,27,13,22,18
BlueGhost,BFS,0.007273,274,0.028488,13,6,22,18
OrangeGhost,UCS,0.002091,123,0.017848,15,26,22,18
RedGhost,A*,0.000000,2,0.001264,23,18,22,18
PinkGhost,DFS,0.001515,74,0.022792,27,14,22,18
BlueGhost,BFS,0.008629,298,0.053800,14,6,22,18
OrangeGhost,UCS,0.002091,123,0.017848,15,25,22,18
RedGhost,A*,0.000000,2,0.001264,23,18,22,18
PinkGhost,DFS,0.001515,74,0.022792,27,14,22,18
BlueGhost,BFS,0.008629,298,0.053800,14,6,23,18
OrangeGhost,UCS,0.001044,108,0.016880,15,25,23,18
RedGhost,A*,0.000000,1,0.000680,23,18,23,18
PinkGhost,DFS,0.001005,74,0.022792,27,14,23,18
BlueGhost,BFS,0.009952,310,0.055000,15,6,23,18
OrangeGhost,UCS,0.001044,108,0.016880,16,25,23,18
RedGhost,A*,0.000000,1,0.000680,22,18,23,18
PinkGhost,DFS,0.001005,74,0.022792,27,15,23,18
BlueGhost,BFS,0.009952,310,0.055000,15,6,22,18
OrangeGhost,UCS,0.002109,119,0.017368,16,25,22,18
RedGhost,A*,0.000000,1,0.000680,22,18,22,18
PinkGhost,DFS,0.001004,72,0.022440,27,15,22,18
BlueGhost,BFS,0.003797,220,0.024168,15,6,22,18
OrangeGhost,UCS,0.002109,119,0.017368,16,25,22,18
RedGhost,A*,0.000000,1,0.000680,22,18,22,18
PinkGhost,DFS,0.001004,72,0.022440,27,15,22,18
BlueGhost,BFS,0.003797,220,0.024168,16,6,21,18
OrangeGhost,UCS,0.001914,107,0.016568,16,24,21,18
RedGhost,A*,0.000000,1,0.000680,21,18,21,18
PinkGhost,DFS,0.001223,85,0.023384,27,16,21,18
BlueGhost,BFS,0.004752,212,0.024040,16,6,21,18
OrangeGhost,UCS,0.001914,107,0.016568,16,24,21,18
RedGhost,A*,0.000000,1,0.000680,21,18,21,18
PinkGhost,DFS,0.001223,85,0.023384,27,16,21,18
BlueGhost,BFS,0.004752,212,0.024040,16,6,21,18
OrangeGhost,UCS,0.001914,107,0.016568,16,24,21,18
RedGhost,A*,0.000000,1,0.000680,21,18,21,18
PinkGhost,DFS,0.001223,85,0.023384,27,16,21,18
BlueGhost,BFS,0.004752,212,0.024040,16,7,21,18
OrangeGhost,UCS,0.001914,107,0.016568,16,23,21,18
RedGhost,A*,0.000000,1,0.000680,20,18,21,18
PinkGhost,DFS,0.001223,85,0.023384,27,17,21,18
BlueGhost,BFS,0.004752,212,0.024040,16,7,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,23,20,18
RedGhost,A*,0.000000,1,0.000680,20,18,20,18
PinkGhost,DFS,0.041941,499,0.084040,27,17,20,18
BlueGhost,BFS,0.002094,154,0.021000,16,7,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,23,20,18
RedGhost,A*,0.000000,1,0.000680,20,18,20,18
PinkGhost,DFS,0.041941,499,0.084040,27,18,20,18
BlueGhost,BFS,0.002094,154,0.021000,16,8,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,22,20,18
RedGhost,A*,0.000000,1,0.000680,19,18,20,18
PinkGhost,DFS,0.041941,499,0.084040,27,18,20,18
BlueGhost,BFS,0.002094,154,0.021000,16,8,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,22,20,18
RedGhost,A*,0.000000,1,0.000680,19,18,20,18
PinkGhost,DFS,0.041941,499,0.084040,27,18,20,18
BlueGhost,BFS,0.002094,154,0.021000,16,8,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,22,20,18
RedGhost,A*,0.000000,1,0.000680,19,18,20,18
PinkGhost,DFS,0.041941,499,0.084040,27,19,20,18
BlueGhost,BFS,0.002094,154,0.021000,16,9,20,18
OrangeGhost,UCS,0.000000,40,0.006040,16,21,20,18
RedGhost,A*,0.000000,1,0.000680,18,18,20,18
PinkGhost,DFS,0.000980,47,0.011120,27,19,19,18
BlueGhost,BFS,0.002094,154,0.021000,16,9,19,18
OrangeGhost,UCS,0.000553,28,0.005104,16,21,19,18
RedGhost,A*,0.073669,530,0.144664,18,18,19,18
PinkGhost,DFS,0.000980,47,0.011120,27,19,19,18
BlueGhost,BFS,0.003595,143,0.020104,16,9,18,18
OrangeGhost,UCS,0.000000,36,0.005752,16,21,18,18
RedGhost,A*,0.072050,530,0.144664,17,18,18,18
PinkGhost,DFS,0.007231,165,0.033760,28,19,17,18
BlueGhost,BFS,0.002598,160,0.020984,16,10,17,18
OrangeGhost,UCS,0.001001,36,0.005688,17,21,17,18
RedGhost,A*,0.000000,1,0.000680,17,18,17,18
PinkGhost,DFS,0.007231,165,0.033760,28,19,17,18
BlueGhost,BFS,0.001000,78,0.015928,16,10,17,18
OrangeGhost,UCS,0.001001,36,0.005688,17,21,17,18
RedGhost,A*,0.000000,1,0.000680,16,18,16,18
PinkGhost,DFS,0.005033,154,0.034312,28,20,16,18
OrangeGhost,UCS,0.000986,50,0.006664,18,21,16,18
BlueGhost,BFS,0.001000,78,0.015928,16,11,16,18
RedGhost,A*,0.000000,1,0.000680,16,18,16,18
PinkGhost,DFS,0.005033,154,0.034312,28,20,16,18
OrangeGhost,UCS,0.000986,50,0.006664,18,21,16,18
BlueGhost,BFS,0.000918,63,0.009288,16,11,16,18
RedGhost,A*,0.000000,1,0.000680,16,18,16,18
PinkGhost,DFS,0.005033,154,0.034312,28,20,16,18
OrangeGhost,UCS,0.000986,50,0.006664,18,21,16,18
BlueGhost,BFS,0.000918,63,0.009288,16,11,16,18
RedGhost,A*,0.000000,1,0.000680,15,18,16,18
PinkGhost,DFS,0.005033,154,0.034312,28,21,16,18
OrangeGhost,UCS,0.000986,50,0.006664,19,21,16,18
BlueGhost,BFS,0.000918,63,0.009288,16,12,16,18
RedGhost,A*,0.000000,1,0.000680,15,18,15,18
PinkGhost,DFS,0.004615,152,0.034072,28,21,15,18
BlueGhost,BFS,0.000918,63,0.009288,16,12,15,18
OrangeGhost,UCS,0.000404,57,0.007256,19,21,15,18
RedGhost,A*,0.000000,1,0.000680,15,18,15,18
PinkGhost,DFS,0.004615,152,0.034072,28,21,15,18
BlueGhost,BFS,0.001003,49,0.007792,16,12,15,18
OrangeGhost,UCS,0.000404,57,0.007256,19,21,15,18
RedGhost,A*,0.000000,1,0.000680,14,18,15,18
PinkGhost,DFS,0.004258,154,0.034304,27,21,14,18
OrangeGhost,UCS,0.001507,20,0.004400,19,20,14,18
BlueGhost,BFS,0.001003,49,0.007792,15,12,14,18
RedGhost,A*,0.000000,1,0.000680,14,18,14,18
PinkGhost,DFS,0.004258,154,0.034304,27,21,14,18
OrangeGhost,UCS,0.001507,20,0.004400,19,20,14,18
BlueGhost,BFS,0.001037,45,0.007008,15,12,14,18
RedGhost,A*,0.000000,2,0.001264,14,18,13,18
PinkGhost,DFS,0.004509,155,0.034304,27,21,13,18
BlueGhost,BFS,0.001037,45,0.007008,15,12,13,18
OrangeGhost,UCS,0.000000,23,0.004696,19,20,13,18
BlueGhost,BFS,0.000000,0,0.000000,1,1,15,15
PinkGhost,DFS,0.000000,0,0.000000,28,1,15,15
OrangeGhost,UCS,0.000000,0,0.000000,1,29,15,15
RedGhost,A*,0.000000,0,0.000000,28,29,15,15
BlueGhost,BFS,0.000000,0,0.000000,2,1,15,15
PinkGhost,DFS,0.004745,150,0.031352,27,1,15,15
OrangeGhost,UCS,0.010299,289,0.028392,2,29,15,15
RedGhost,A*,0.002001,38,0.017400,27,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,1,15,15
PinkGhost,DFS,0.004745,150,0.031352,27,1,15,15
OrangeGhost,UCS,0.010299,289,0.028392,2,29,15,15
RedGhost,A*,0.002001,38,0.017400,27,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,1,15,15
PinkGhost,DFS,0.004745,150,0.031352,27,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,3,29,15,15
RedGhost,A*,0.002001,38,0.017400,26,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,2,15,15
PinkGhost,DFS,0.004745,150,0.031352,27,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,3,29,15,15
RedGhost,A*,0.002001,38,0.017400,26,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,2,15,15
PinkGhost,DFS,0.004745,150,0.031352,27,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,3,29,15,15
RedGhost,A*,0.002001,38,0.017400,26,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,2,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,4,29,15,15
RedGhost,A*,0.002001,38,0.017400,25,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,3,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,4,29,15,15
RedGhost,A*,0.002001,38,0.017400,25,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,3,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,2,15,15
OrangeGhost,UCS,0.010299,289,0.028392,4,29,15,15
RedGhost,A*,0.002001,38,0.017400,25,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,3,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,3,15,15
OrangeGhost,UCS,0.010299,289,0.028392,5,29,15,15
RedGhost,A*,0.002001,38,0.017400,24,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,4,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,3,15,15
OrangeGhost,UCS,0.010299,289,0.028392,5,29,15,15
RedGhost,A*,0.002001,38,0.017400,24,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,4,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,3,15,15
OrangeGhost,UCS,0.010299,289,0.028392,5,29,15,15
RedGhost,A*,0.002001,38,0.017400,24,29,15,15
BlueGhost,BFS,0.004597,231,0.026080,2,4,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,4,15,15
OrangeGhost,UCS,0.010299,289,0.028392,6,29,15,15
RedGhost,A*,0.002001,38,0.017400,24,28,15,15
BlueGhost,BFS,0.004597,231,0.026080,3,4,15,15
PinkGhost,DFS,0.004745,150,0.031352,26,4,15,15
OrangeGhost,UCS,0.010299,289,0.028392,6,29,15,15
RedGhost,A*,0.002001,38,0.017400,24,28,15,15
BlueGhost,BFS,0.004597,231,0.026080,3,4,15,15
PinkGhost,DFS,0.034871,443,0.082272,26,4,14,15
OrangeGhost,UCS,0.008830,276,0.027672,6,29,14,15
RedGhost,A*,0.000999,36,0.016840,24,28,14,15
BlueGhost,BFS,0.004597,231,0.026080,4,4,14,15
PinkGhost,DFS,0.014658,278,0.075376,26,5,13,15
OrangeGhost,UCS,0.009418,264,0.027072,7,29,13,15
RedGhost,A*,0.000997,32,0.016168,24,27,13,15
BlueGhost,BFS,0.007117,204,0.024016,4,4,13,15
PinkGhost,DFS,0.016095,273,0.074752,26,5,12,15
OrangeGhost,UCS,0.007654,240,0.025160,7,29,12,15
RedGhost,A*,0.001039,35,0.016672,24,27,12,15
BlueGhost,BFS,0.003997,184,0.023640,4,4,12,15
PinkGhost,DFS,0.016095,273,0.074752,27,5,12,15
OrangeGhost,UCS,0.007654,240,0.025160,8,29,12,15
RedGhost,A*,0.001039,35,0.016672,24,26,12,15
BlueGhost,BFS,0.003092,168,0.021592,5,4,12,15
PinkGhost,DFS,0.013897,244,0.074288,27,5,11,15
OrangeGhost,UCS,0.005261,216,0.023608,8,29,11,15
RedGhost,A*,0.000956,36,0.017064,24,26,11,15
BlueGhost,BFS,0.003092,168,0.021592,5,4,11,15
PinkGhost,DFS,0.013630,242,0.073944,27,5,10,15
OrangeGhost,UCS,0.003293,174,0.020992,8,29,10,15
RedGhost,A*,0.000956,34,0.016280,24,26,10,15
BlueGhost,BFS,0.003006,153,0.020512,5,4,10,15
PinkGhost,DFS,0.013630,242,0.073944,27,4,10,15
OrangeGhost,UCS,0.003293,174,0.020992,9,29,10,15
RedGhost,A*,0.000956,34,0.016280,24,25,10,15
BlueGhost,BFS,0.002092,140,0.019496,6,4,10,15
PinkGhost,DFS,0.015435,277,0.075376,27,4,9,15
OrangeGhost,UCS,0.004122,185,0.021800,9,29,9,15
RedGhost,A*,0.000000,35,0.016672,24,25,9,15
BlueGhost,BFS,0.002092,140,0.019496,6,4,9,15
PinkGhost,DFS,0.015435,277,0.075376,27,4,9,15
OrangeGhost,UCS,0.004122,185,0.021800,9,29,9,15
RedGhost,A*,0.000000,35,0.016672,24,25,9,15
BlueGhost,BFS,0.001997,132,0.019224,6,4,9,15
PinkGhost,DFS,0.032768,409,0.082088,28,4,8,15
RedGhost,A*,0.000778,36,0.016616,24,24,7,15
OrangeGhost,UCS,0.004017,183,0.021552,10,29,7,15
BlueGhost,BFS,0.001997,132,0.019224,6,5,7,15
PinkGhost,DFS,0.010387,227,0.066880,28,4,7,15
RedGhost,A*,0.000778,36,0.016616,24,24,7,15
OrangeGhost,UCS,0.004017,183,0.021552,10,29,7,15
BlueGhost,BFS,0.001008,84,0.016152,6,5,7,15
PinkGhost,DFS,0.032735,410,0.082024,28,5,6,15
RedGhost,A*,0.000000,36,0.016840,24,23,6,15
OrangeGhost,UCS,0.004621,192,0.021968,10,28,6,15
BlueGhost,BFS,0.001008,84,0.016152,7,5,6,15
PinkGhost,DFS,0.032735,410,0.082024,28,5,6,15
RedGhost,A*,0.000000,36,0.016840,24,23,6,15
OrangeGhost,UCS,0.004621,192,0.021968,10,28,6,15
BlueGhost,BFS,0.001999,96,0.017384,7,5,6,15
PinkGhost,DFS,0.032735,410,0.082024,28,5,6,15
RedGhost,A*,0.000000,36,0.016840,24,23,6,15
OrangeGhost,UCS,0.004621,192,0.021968,10,28,6,15
BlueGhost,BFS,0.001999,96,0.017384,7,5,6,15
PinkGhost,DFS,0.032735,410,0.082024,28,6,6,15
RedGhost,A*,0.000000,36,0.016840,23,23,6,15
OrangeGhost,UCS,0.004621,192,0.021968,10,27,6,15
BlueGhost,BFS,0.001999,96,0.017384,7,6,6,15
PinkGhost,DFS,0.032735,410,0.082024,28,6,6,15
RedGhost,A*,0.000000,36,0.016840,23,23,6,15
OrangeGhost,UCS,0.004621,192,0.021968,10,27,6,15
BlueGhost,BFS,0.001999,96,0.017384,7,6,6,15
PinkGhost,DFS,0.018315,329,0.077472,28,6,5,15
RedGhost,A*,0.001042,36,0.016616,23,23,5,15
BlueGhost,BFS,0.001999,96,0.017384,7,6,5,15
OrangeGhost,UCS,0.005042,234,0.024408,10,27,5,15
PinkGhost,DFS,0.018315,329,0.077472,28,7,5,15
RedGhost,A*,0.001042,36,0.016616,22,23,5,15
BlueGhost,BFS,0.002099,128,0.019144,7,7,5,15
OrangeGhost,UCS,0.005042,234,0.024408,10,26,5,15
PinkGhost,DFS,0.018538,328,0.077176,28,7,4,15
RedGhost,A*,0.000000,36,0.016840,22,23,4,15
BlueGhost,BFS,0.002099,128,0.019144,7,7,4,15
OrangeGhost,UCS,0.003509,192,0.022200,10,26,4,15
PinkGhost,DFS,0.018538,328,0.077176,28,8,4,15
RedGhost,A*,0.000000,36,0.016840,22,22,4,15
BlueGhost,BFS,0.000912,84,0.016096,7,8,4,15
OrangeGhost,UCS,0.003509,192,0.022200,10,25,4,15
PinkGhost,DFS,0.018538,328,0.077176,28,8,4,15
RedGhost,A*,0.000000,36,0.016840,22,22,4,15
BlueGhost,BFS,0.000912,84,0.016096,7,8,4,15
OrangeGhost,UCS,0.003509,192,0.022200,10,25,4,15
PinkGhost,DFS,0.018538,328,0.077176,28,8,4,15
RedGhost,A*,0.000000,36,0.016840,22,22,4,15
BlueGhost,BFS,0.000912,84,0.016096,7,8,4,15
OrangeGhost,UCS,0.003509,192,0.022200,10,25,4,15
PinkGhost,DFS,0.020234,345,0.077952,28,9,5,15
RedGhost,A*,0.001995,33,0.015824,22,21,5,15
OrangeGhost,UCS,0.003713,178,0.020944,10,24,5,15
BlueGhost,BFS,0.000912,84,0.016096,6,8,5,15
PinkGhost,DFS,0.020234,345,0.077952,28,9,5,15
RedGhost,A*,0.001995,33,0.015824,22,21,5,15
OrangeGhost,UCS,0.003713,178,0.020944,10,24,5,15
BlueGhost,BFS,0.000000,50,0.007424,6,8,5,15
PinkGhost,DFS,0.020234,345,0.077952,28,9,5,15
RedGhost,A*,0.001995,33,0.015824,22,21,5,15
OrangeGhost,UCS,0.003713,178,0.020944,10,24,5,15
BlueGhost,BFS,0.000000,50,0.007424,6,8,5,15
PinkGhost,DFS,0.020234,345,0.077952,28,10,5,15
RedGhost,A*,0.001995,33,0.015824,21,21,5,15
OrangeGhost,UCS,0.003713,178,0.020944,9,24,5,15
BlueGhost,BFS,0.000000,50,0.007424,5,8,5,15
PinkGhost,DFS,0.020234,345,0.077952,28,10,5,15
RedGhost,A*,0.001995,33,0.015824,21,21,5,15
OrangeGhost,UCS,0.003713,178,0.020944,9,24,5,15
BlueGhost,BFS,0.000000,50,0.007424,5,8,5,15
PinkGhost,DFS,0.020234,345,0.077952,28,10,5,15
OrangeGhost,UCS,0.003713,178,0.020944,9,24,5,15
RedGhost,A*,0.001995,33,0.015824,21,21,5,15
BlueGhost,BFS,0.000000,50,0.007424,5,8,5,15
PinkGhost,DFS,0.027403,345,0.077376,28,11,4,15
OrangeGhost,UCS,0.001919,126,0.017864,8,24,4,15
RedGhost,A*,0.000909,32,0.015432,20,21,4,15
BlueGhost,BFS,0.000000,50,0.007424,4,8,4,15
PinkGhost,DFS,0.022877,347,0.077608,28,11,3,15
RedGhost,A*,0.000910,33,0.015824,20,21,3,15
BlueGhost,BFS,0.000000,33,0.006392,4,8,3,15
OrangeGhost,UCS,0.001612,130,0.017960,8,24,3,15
PinkGhost,DFS,0.022877,347,0.077608,28,12,3,15
RedGhost,A*,0.000910,33,0.015824,19,21,3,15
BlueGhost,BFS,0.000897,42,0.007016,4,9,3,15
OrangeGhost,UCS,0.001612,130,0.017960,8,23,3,15
PinkGhost,DFS,0.021700,348,0.077720,28,12,3,16
BlueGhost,BFS,0.000897,42,0.007016,4,9,3,16
RedGhost,A*,0.001507,41,0.018352,19,21,3,16
OrangeGhost,UCS,0.003088,151,0.019416,8,23,3,16
PinkGhost,DFS,0.021369,349,0.077840,28,12,3,17
BlueGhost,BFS,0.000000,52,0.007576,4,9,3,17
RedGhost,A*,0.003186,78,0.032800,19,21,3,17
OrangeGhost,UCS,0.002000,152,0.019472,8,23,3,17
PinkGhost,DFS,0.022505,350,0.077896,28,13,3,18
BlueGhost,BFS,0.000000,62,0.008784,4,10,3,18
RedGhost,A*,0.001998,69,0.030776,19,20,3,18
OrangeGhost,UCS,0.001694,81,0.014856,7,23,3,18
PinkGhost,DFS,0.022505,350,0.077896,28,13,3,18
BlueGhost,BFS,0.000000,45,0.007136,4,10,3,18
RedGhost,A*,0.001998,69,0.030776,19,20,3,18
OrangeGhost,UCS,0.001694,81,0.014856,7,23,3,18
PinkGhost,DFS,0.026644,351,0.078288,28,13,3,19
BlueGhost,BFS,0.000000,45,0.007136,4,10,3,19
RedGhost,A*,0.001979,68,0.030384,19,19,3,19
OrangeGhost,UCS,0.000000,48,0.006544,7,22,3,19
PinkGhost,DFS,0.024615,352,0.078344,27,13,2,19
BlueGhost,BFS,0.000000,55,0.008736,4,11,2,19
OrangeGhost,UCS,0.000000,35,0.005816,7,22,2,19
RedGhost,A*,0.001044,50,0.018680,19,19,2,19
PinkGhost,DFS,0.021995,353,0.078464,27,13,1,19
BlueGhost,BFS,0.001004,67,0.015136,4,11,1,19
RedGhost,A*,0.001042,40,0.016104,19,19,1,19
OrangeGhost,UCS,0.000000,29,0.005288,7,22,1,19
PinkGhost,DFS,0.021995,353,0.078464,27,14,1,19
BlueGhost,BFS,0.001506,80,0.015984,4,12,1,19
RedGhost,A*,0.001042,40,0.016104,18,19,1,19
OrangeGhost,UCS,0.000000,29,0.005288,7,21,1,19
PinkGhost,DFS,0.021995,353,0.078464,27,14,1,19
BlueGhost,BFS,0.001506,80,0.015984,4,12,1,19
RedGhost,A*,0.001042,40,0.016104,18,19,1,19
OrangeGhost,UCS,0.000000,29,0.005288,7,21,1,19
PinkGhost,DFS,0.021689,355,0.078576,27,14,1,20
BlueGhost,BFS,0.001506,80,0.015984,4,12,1,20
RedGhost,A*,0.000000,26,0.010240,18,19,1,20
OrangeGhost,UCS,0.000000,20,0.004400,7,21,1,20
PinkGhost,DFS,0.026284,356,0.078632,27,15,1,21
BlueGhost,BFS,0.001564,80,0.016376,4,13,1,21
RedGhost,A*,0.000000,21,0.009400,18,18,1,21
OrangeGhost,UCS,0.000000,7,0.001720,6,21,1,21
PinkGhost,DFS,0.026284,356,0.078632,27,15,1,21
BlueGhost,BFS,0.002029,93,0.017440,4,13,1,21
RedGhost,A*,0.000000,21,0.009400,18,18,1,21
OrangeGhost,UCS,0.000000,7,0.001720,6,21,1,21
PinkGhost,DFS,0.026105,358,0.078472,27,16,1,22
BlueGhost,BFS,0.002029,93,0.017440,4,14,1,22
RedGhost,A*,0.000000,21,0.009400,17,18,1,22
OrangeGhost,UCS,0.000000,8,0.001776,5,21,1,22
PinkGhost,DFS,0.022953,359,0.078864,27,16,1,23
BlueGhost,BFS,0.001524,97,0.017552,4,14,1,23
OrangeGhost,UCS,0.000000,11,0.002072,5,21,1,23
RedGhost,A*,0.000999,22,0.009568,17,18,1,23
PinkGhost,DFS,0.022953,359,0.078864,27,16,1,23
BlueGhost,BFS,0.000999,117,0.019600,4,14,1,23
OrangeGhost,UCS,0.000000,11,0.002072,5,21,1,23
RedGhost,A*,0.000999,22,0.009568,17,18,1,23
PinkGhost,DFS,0.025513,344,0.081544,27,17,1,24
OrangeGhost,UCS,0.000000,12,0.002224,4,21,1,24
RedGhost,A*,0.000000,22,0.009792,16,18,1,24
BlueGhost,BFS,0.000999,117,0.019600,4,15,1,24
PinkGhost,DFS,0.021663,345,0.081776,27,17,1,25
OrangeGhost,UCS,0.000000,17,0.002512,4,21,1,25
RedGhost,A*,0.000000,23,0.010184,16,18,1,25
BlueGhost,BFS,0.002004,109,0.018064,4,15,1,25
PinkGhost,DFS,0.021663,345,0.081776,27,18,1,25
OrangeGhost,UCS,0.000000,17,0.002512,3,21,1,25
RedGhost,A*,0.000000,23,0.010184,15,18,1,25
BlueGhost,BFS,0.001996,127,0.020056,3,15,1,25
PinkGhost,DFS,0.023820,346,0.081608,27,18,1,26
BlueGhost,BFS,0.001996,127,0.020056,3,15,1,26
OrangeGhost,UCS,0.000000,19,0.002552,3,21,1,26
RedGhost,A*,0.001001,23,0.010184,15,18,1,26
PinkGhost,DFS,0.022462,347,0.081728,27,18,1,27
BlueGhost,BFS,0.000504,28,0.005768,3,15,1,28
OrangeGhost,UCS,0.000000,22,0.004384,3,21,1,28
RedGhost,A*,0.000696,25,0.010520,15,18,1,28
PinkGhost,DFS,0.024971,351,0.082016,27,19,1,29
OrangeGhost,UCS,0.000000,24,0.004560,2,21,1,29
